,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
328,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Mpande,Lacerations to both hands and forearms,N
330,2010,2015.0,USA,Florida,"Playalinda Beach, Brevard County",Right heel injured,N
331,2010,2015.0,USA,Florida,"Palm Beach, Palm Beach County",Leg injured,N
332,2010,2015.0,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Lacerations to hand,N
333,2010,2015.0,AUSTRALIA,New South Wales,East Ballina,Injury to left thigh,N
335,2010,2015.0,USA,Hawaii,"Kehena Beach, Hawaii",Laceration to right ankle,N
336,2010,2015.0,USA,Florida,"Cocoa Beach, Brevard  County",Injury to right ankle/calf & hand,N
337,2010,2015.0,MOZAMBIQUE,Inhambane Province,Maxixe,"Arms severely injured, surgically amputated",N
338,2010,2015.0,AUSTRALIA,Western Australia,Bald Island,Minor injury,N
339,2010,2015.0,USA,Hawaii,"Malaka, Oahu","Lacerations & puncture wounds to right thigh, calf & ankle",N
340,2010,2015.0,SOUTH AFRICA,Western Cape Province,Stil Bay,"Lacerations to right calf, knee & hip",N
341,2010,2015.0,USA,Florida,"Playalinda Beach, Brevard County",Lacerations to left hand,N
342,2010,2015.0,USA,Florida,"Deerfield Beach, Broward County",Left foot bitten,N
343,2010,2015.0,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",FATAL,Y
345,2010,2015.0,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Severe injuries to lower legs. Foot later surgically amputated.,N
346,2010,2015.0,USA,California,"Off Leffingwell Landing, San Luis Obispo County","No injury, shark rammed kayak repeatedly",N
347,2010,2015.0,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Laceration to forearm,N
348,2010,2015.0,USA,Hawaii,"Leftovers, Oahu","Left leg severed below the knee, defense injuries to left hand",N
349,2010,2015.0,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay","Arm severely injured, surgically amputated",N
350,2010,2015.0,AUSTRALIA,Western Australia,Pyramids Beach,Foot injured,N
351,2010,2015.0,USA,Florida,"Pepper Park Beach, St. Lucie County",2 lacerations to ankle,N
352,2010,2015.0,USA,Texas,Galveston,Foot & hands bitten,N
353,2010,2015.0,USA,Florida,"New Smyrna Beach, Volusia County",Severe lacerations to left hand,N
354,2010,2015.0,USA,Florida,"Vilano Beach, St.  Johns County","Laceration to heel, puncture wounds to dorsum of foot",N
355,2010,2015.0,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Laceration to leg,N
356,2010,2015.0,USA,California,"Horseshoe Rock, Santa Barbara County","No injury, kayak damaged",N
357,2010,2015.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor injury to left ankle,N
358,2010,2015.0,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Severe laceration to left leg,N
359,2010,2015.0,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Significant injuries to leg,N
360,2010,2015.0,USA,Florida,"Vilano Beach, St.  Johns County",Injury to right hand / wrist,N
361,2010,2015.0,USA,California,"Gaviota State Beach, Santa Barbara County",No injury,N
362,2010,2015.0,USA,Florida,"Big Talbot Island, Duval County",Lacerations to calf,N
363,2010,2015.0,USA,Florida,"Jacksonville Beach, Duval County",Injury to right foot,N
364,2010,2015.0,AUSTRALIA,New South Wales,North Shelly Beach,Minor laceration to hand,N
365,2010,2015.0,USA,California,"El Pescador Beach, Los Angeles County","No injury, shark struck board, tossing her into the sea",N
366,2010,2015.0,USA,California,"Deer Creek Beach, Ventura County",Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N
367,2010,2015.0,AUSTRALIA,New South Wales,Hallidays Point,Inuries to lower left leg & ankle,N
368,2010,2015.0,USA,South Carolina,"Myrtle Beach, Horry County",Right foot bitten,N
370,2010,2015.0,FIJI,,,Leg bitten,N
371,2010,2015.0,USA,California,"Morro Strand State Beach, San Luis Obispo County","No injury, surfboard bitten",N
372,2010,2015.0,USA,California,"Morro Bay, San Luis Obispo County","No injury, shark struk sufer's leg and his board",N
374,2010,2015.0,AUSTRALIA,New South Wales,Lighthouse Beach,Severe laceration to left buttock & thigh,N
375,2010,2015.0,USA,South Carolina,"Murrells Inlet, Georgetown County","Injuries to left calf, arm and hand",N
376,2010,2015.0,USA,Florida,"Jacksonville Beach, Duval County",Lacerations to right leg,N
377,2010,2015.0,USA,California,Santa Barbara County,"No injury, kayak bitten",N
379,2010,2015.0,USA,California,Cortes Bank,Right hand bitten  PROVOKED INCIDENT,N
380,2010,2015.0,AUSTRALIA,New South Wales,Evans Head,"Lacerations and puncture wounds to hip, thigh, arm and hand",N
381,2010,2015.0,COSTA RICA,Guanacaste,Playa Grande,Minor inuries to toes,N
383,2010,2015.0,USA,Florida,"Daytona Beach, Volusia County",Minor injury to sole of foot,N
385,2010,2015.0,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",FATAL,Y
386,2010,2015.0,USA,California,"La Jolla, San Diego County",No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N
387,2010,2015.0,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Left hand bitten,N
388,2010,2015.0,REUNION,,St. Leu,Arm bitten,N
389,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,No injury,N
390,2010,2015.0,USA,California,"Huntington Beach, Orange County","No injury, shark bumped & damaged board",N
393,2010,2015.0,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Lacerations to lower leg & ankle,N
394,2010,2015.0,USA,North Carolina,"Off Surf City, Pender County",Lacerations to right hand & forearm,N
395,2010,2015.0,AUSTRALIA,New South Wales,Lennox Head,"No injury, shark bit surfboard",N
396,2010,2015.0,AUSTRALIA,New South Wales,East Ballina,Significant injuries to lower legs,N
397,2010,2015.0,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County","Injuries to torso, hip, lower leg & hands",N
398,2010,2015.0,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Hand bitten,N
399,2010,2015.0,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Shallow lacerations & puncture to lateral left leg,N
400,2010,2015.0,USA,North Carolina,"Rodanthe, Dare County","Injuries to right calf, buttock and both hands",N
401,2010,2015.0,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,"Right leg severed, multiple lacerations to left leg",N
403,2010,2015.0,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Multiple lacerations to torso & leg,N
404,2010,2015.0,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Puncture wounds to foot,N
405,2010,2015.0,AUSTRALIA,Western Australia,Rottnest Island,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N
406,2010,2015.0,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Multiple lacerations to back,N
407,2010,2015.0,USA,North Carolina,Surf City,Minor injury to foot,N
408,2010,2015.0,AUSTRALIA,Western Australia,Denmark,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N
409,2010,2015.0,USA,South Carolina,"St. Helena Island, Beaufort County",Minor injury to calf ,N
411,2010,2015.0,USA,Florida,Daytona Beach Shores,Minor injury to calf ,N
412,2010,2015.0,USA,North Carolina,"Oak Island, Brunswick County",Arm amputated below shoulder,N
413,2010,2015.0,USA,North Carolina,"Oak Island, Brunswick County",Left arm amputated at elbow & severe injury to leg,N
414,2010,2015.0,USA,California,Off San Diego,Severe laceration to leg,N
415,2010,2015.0,USA,North Carolina,"Ocean Isle, Brunswick County",Minor lacerations to foot,N
416,2010,2015.0,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Lacerations to right calf,N
417,2010,2015.0,USA,Florida,Fort Lauderdale,Puncture wound to finger,N
418,2010,2015.0,REUNION,Le Port,Folette,Left forearm bitten,N
419,2010,2015.0,USA,Florida,"Cocoa Beach, Brevard  County",Left foot bitten,N
420,2010,2015.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor lacerations to dorsum of right foot,N
421,2010,2015.0,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Lacerations to right forearm,N
422,2010,2015.0,USA,Florida,"Cocoa Beach, Brevard  County","Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N
423,2010,2015.0,USA,Florida,"New Smyrna Beach, Volusia County",2 puncture wounds to  dorsum of left foot,N
424,2010,2015.0,USA,South Carolina,Sullivan's Island,Laceration to foot ,N
425,2010,2015.0,NEW CALEDONIA,,Kouare ,FATAL,Y
426,2010,2015.0,USA,Florida,"Cocoa Beach, Brevard  County","Lacerations to lower left leg, ankle & foot",N
427,2010,2015.0,AUSTRALIA,New South Wales,Saltwater Beach,Injuries to left arm & right hand,N
428,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Port St. John's,"Injuries to leg, left arm & both hands",N
429,2010,2015.0,USA,Hawaii,Kanahena Cove ,FATAL,Y
430,2010,2015.0,USA,Florida,"Resident's Beach, Marco Island",Lacerations to left calf,N
431,2010,2015.0,AUSTRALIA,South Australia,Fishery Bay,Leg severed at mid-thigh,N
432,2010,2015.0,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay","No injury, knocked off ski",N
433,2010,2015.0,USA,Florida,"Florida Keys, Monroe County",Lacerations to shoulder and left bicep,N
434,2010,2015.0,REUNION,Saint-Gilles-les-Bains,Cap Homard,FATAL,Y
435,2010,2015.0,AUSTRALIA,New South Wales,McKenzies Beach,Ankle injured,N
436,2010,2015.0,USA,Florida,"3 miles off Jupiter, Palm Beach County",Injuries to head & torso,N
439,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,No injury but kayak bitten,N
440,2010,2015.0,EGYPT,,Marsa Alam,FATAL,Y
441,2010,2015.0,USA,Hawaii,Hapuna Beach,Lacerations to left forearm. Lacerations to left hand and thigh,N
442,2010,2015.0,FRENCH POLYNESIA,Bora Bora,Anau,Hand bitten,N
443,2010,2015.0,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Bruised in falling overboard as shark bumped boat,N
444,2010,2015.0,MEXICO,Sinaloa,Mazlatan,Right hand bitten by hooked shark PROVOKED INCIDENT,N
445,2010,2015.0,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Thigh bitten,N
446,2010,2015.0,ATLANTIC OCEAN,,,"No injury, shark bit rudder",N
447,2010,2015.0,REUNION,dÉtang-Salé,Ravine Mula,FATAL,Y
448,2010,2015.0,AUSTRALIA,New South Wales,Shelly Beach,FATAL,Y
449,2010,2015.0,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Laceration & puncture wounds to right flank & hip,N
450,2010,2015.0,AUSTRALIA,New South Wales,Mereweather Beach,5 minor puncture wounds to lower left leg,N
451,2010,2015.0,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise","No injury, shark's teeth scratched hull",N
452,2010,2015.0,USA,Hawaii,Lahaina,Lacerations to calf by hooked shark PROVOKED INCIDENT,N
453,2010,2015.0,AUSTRALIA,New South Wales,Flat Rock,"No injury, surfboard dented",N
454,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Foot bitten,N
455,2010,2015.0,USA,Florida,Off Panama City,No injury but shark bit trolling motor & rammed boat,N
457,2010,2015.0,AUSTRALIA,New South Wales,Off Blacksmith Beach,"Shark bumped boat, no injury to occupants",N
458,2010,2015.0,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Bitten on hand & wrist,N
460,2010,2015.0,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Severe bite to right flank,N
461,2010,2015.0,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,"Lacerations to lower left leg, puncture wounds to sole of left foot",N
462,2010,2015.0,USA,Florida,"Windsor Beach, Indian River County",Leg bitten,N
463,2010,2014.0,AUSTRALIA,New South Wales,Bherwerre Beach,Lacerations to both feet,N
464,2010,2014.0,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,FATAL,Y
465,2010,2014.0,GREECE,,33 nautical miles off Othonoi Island,"Of 9 bodies recovered, one was bitten by a shark",N
467,2010,2014.0,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Injury to hip/leg,N
468,2010,2014.0,AUSTRALIA,Victoria,Paradise Beach,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N
469,2010,2014.0,JAPAN,,,"No injury, shark snagged its teeth in diver's suit",N
470,2010,2014.0,AUSTRALIA,Queensland,Rudder Reef,FATAL,Y
471,2010,2014.0,SPAIN,Granada,Off Motril,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N
472,2010,2014.0,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Minor injuries to right leg,N
474,2010,2014.0,AUSTRALIA,Western Australia,Freo,"Shark chasing fish bumped boat, no injury to occupants",N
475,2010,2014.0,USA,California,"Franklin Point, San Mateo County","Shark bumped boat, no injury to occupants",N
476,2010,2014.0,USA,Florida,"Indian Harbor Beach, Brevard County",Laceration to left hand,N
477,2010,2014.0,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Laceration to left upper leg,N
478,2010,2014.0,AUSTRALIA,New South Wales,Moonee Beach,Minor injury to lower leg and foot,N
479,2010,2014.0,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Minor injuries to hand & arm ,N
480,2010,2014.0,USA,Hawaii,"North Kohala, Hawaii County",Lacerations to fingers,N
481,2010,2014.0,AUSTRALIA,New South Wales,Wallabi Point,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N
482,2010,2014.0,USA,Hawaii,"Kihei, Maui","No injury, paddleboard bitten",N
483,2010,2014.0,USA,Hawaii,"Kahului, Maui","No injury, paddleboard bitten",N
484,2010,2014.0,USA,California,"Leadbetter Beach, Santa Barbara County","No injury to occupant, canoe bitten",N
485,2010,2014.0,USA,Hawaii,"Maalaea, South Maui","No injury, surfboard bitten",N
486,2010,2014.0,AUSTRALIA,New South Wales,Avoca Beach,"Lacerations to left calf & ankle, puncture wounds to left foot",N
487,2010,2014.0,USA,South Carolina,"Hilton Head Island, Beaufort County",Lacerations to left foot,N
488,2010,2014.0,USA,Florida,"Melbourne Beach, Brevard County",Laceration to right hand/wrist,N
489,2010,2014.0,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough","Kayak deflated, no injury to occupants",N
490,2010,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N
491,2010,2014.0,USA,Florida,"Cherie Down Park, Brevard County",Thigh bitten,N
492,2010,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N
493,2010,2014.0,USA,California,Santa Barbara County,"No injury to occupant, shark/s holded  kayak",N
494,2010,2014.0,USA,California,Santa Barbara County,"No injury to occupant, shark/s holded  kayak",N
495,2010,2014.0,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Lacerations to knee,N
496,2010,2014.0,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance","Left arm & right hand severed, lacerations to both legs",N
497,2010,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor injury to left foot,N
498,2010,2014.0,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Thumb & finger nipped,N
500,2010,2014.0,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",FATAL,Y
501,2010,2014.0,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Leg bitten,N
502,2010,2014.0,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County","No injury, shark bit kayak",N
503,2010,2014.0,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N
504,2010,2014.0,SPAIN,Catalonia,Salou,Lacerations to right hand,N
505,2010,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Injury to left calf,N
506,2010,2014.0,USA,Florida,"Ponce Inlet, Volusia County",Lacerations to shin,N
508,2010,2014.0,USA,Maryland,Assateague National Seashore,Lacerations to foot by hooked shark PROVOKED INCIDENT,N
509,2010,2014.0,SPAIN,Alicante,Benidorm,Minor lacerations to posterior lower leg,N
510,2010,2014.0,USA,North Carolina,"Figure Eight Island,  New Hanover County",Laceration to left hand,N
511,2010,2014.0,USA,South Carolina,"Surfside Beach, Horry  County",Heel bitten,N
512,2010,2014.0,USA,Florida,Apalachicola Bay ,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N
513,2010,2014.0,USA,North Carolina,"Off Masonboro Island, New Hanover County",Laceration to left foot,N
514,2010,2014.0,AUSTRALIA,Western Australia,Gnaraloo,Lacerations to face and neck,N
515,2010,2014.0,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Puncture wounds and lacerations to left thigh and knee,N
516,2010,2014.0,USA,Florida,"Hallandale Beach, Broward County",Puncture wounds & lacerations to foot,N
517,2010,2014.0,BAHAMAS,,,Puncture wounds to right foot and ankle,N
518,2010,2014.0,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Puncture wounds to right foot & ankle,N
519,2010,2014.0,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Minor lacerations to left heel and big toe,N
520,2010,2014.0,USA,South Carolina,"Folly Beach, Charleston County",Lacerations to right leg & foot,N
521,2010,2014.0,USA,Florida,"Cocoa Beach, Brevard  County",Lacerations to  foot,N
522,2010,2014.0,USA,Florida,"South of Cocoa Beach, Brevard County",Foot bitten,N
523,2010,2014.0,USA,Florida,"Table Beach, Brevard County",Laceration to ankle,N
524,2010,2014.0,SOUTH AFRICA,Western Cape Province,Muizenberg,Lower limbs & thigh bitten,N
526,2010,2014.0,USA,North Carolina,"Sunset Beach, Brunswick County",Left foot bitten,N
527,2010,2014.0,REUNION,Saint-Leu,,Lacerations to right wrist & calf,N
528,2010,2014.0,USA,Florida,"Indialantic, Brevard County",Lacerations to right knee,N
529,2010,2014.0,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Minor injury,N
530,2010,2014.0,USA,Hawaii,"Paia Bay, Maui",Lacerations to left foot,N
531,2010,2014.0,USA,Florida,Okaloosa Island,Puncture wounds to foot,N
533,2010,2014.0,USA,North Carolina,"Masonboro Island, New Hanover County",Lacerations to hand and wrist,N
534,2010,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,N
535,2010,2014.0,USA,California,"Manhattan Beach, Los Angeles County",PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N
536,2010,2014.0,USA,California,"Oceano Dunes State Beach, San Luis Obispo County","No injury, surboard bitten",N
537,2010,2014.0,USA,South Carolina,"Isle of Palms, Charleston County",Right hand bitten,N
539,2010,2014.0,BAHAMAS,Abaco Islands,,No injury but shark took his pole spear,N
540,2010,2014.0,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula","No injury, surfboard 'attacked'",N
541,2010,2014.0,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Lacerations to knee,N
542,2010,2014.0,AUSTRALIA,Western Australia,Horizontal Falls,Lacerations to right hand by captive shark PROVOKED INCIDENT,N
543,2010,2014.0,BRAZIL,,500 km off the coast of Pernambuco,Severe injury to arm,N
544,2010,2014.0,USA,Delaware,"Cape Henlopen State Park, Sussex County","Abrasion to right hand, lacerations to left forearm",N
545,2010,2014.0,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Minor injury to torso,N
546,2010,2014.0,JAPAN,Atsumi peninsula,Aichi,Left arm bitten,N
547,2010,2014.0,USA,Texas,"West Beach, Galveston",Shallow lacerations & puncture wounds below shoulder,N
548,2010,2014.0,USA,Florida,Fort Lauderdale,Laceration to right lower leg,N
549,2010,2014.0,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Lacerations & puncture wounds to ankle and foot,N
550,2010,2014.0,USA,Palmyra Atoll,,Laceration to left hand,N
